gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction	dbcan_any_hit_candidate	high_confidence_cazyme	significant_high_confidence_cazyme	strong_high_confidence_cazyme
gene_705	interaction_vs_self	2364.12744061774	-1.90289123068602	0.13845906523013	-13.7433488195465	5.58323416684038e-43	1.23494791907374e-41	mRNA_705	SP	TRUE	0.000273	0.999705	CS pos: 18-19. Pr: 0.9571	TRUE	TRUE	3	-|-	GH35(29-364)	GH35_e22(31-364)+CBM67_e19(734-884)	GH35	GH35_e22|CBM67_e19	rhamnose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7449	interaction_vs_self	5936.90701764868	-1.37742214390717	0.100326983927118	-13.7293287407881	6.77583681002994e-43	1.48720931009888e-41	mRNA_7449	OTHER	FALSE	1.000000	0.000027		TRUE	TRUE	3	-	GT1(227-456)	GT1_e555(19-455)	GT1	GT1_e555	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6171	interaction_vs_self	1473.62354158051	-1.46593023121385	0.106949106487649	-13.7068020421765	9.24433296992944e-43	2.02382327935028e-41	mRNA_6171	OTHER	FALSE	1.000000	0.000006		TRUE	TRUE	3	3.2.1.25:3	GH2_13(38-777)	GH2_e138(38-773)	GH2_13+GH2_13	GH2_13	beta-mannan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_928	interaction_vs_self	875.034415699132	-1.3140754542437	0.0961262199293194	-13.6703123789735	1.52738091157957e-42	3.3268144028298e-41	mRNA_928	SP	TRUE	0.000237	0.999737	CS pos: 21-22. Pr: 0.7114	TRUE	TRUE	3	-	GH29(334-701)	GH29_e66(334-702)	GH29	GH29_e66	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2448	interaction_vs_self	669.301961341156	-3.21104369654953	0.244444704063664	-13.1360738979775	2.0456852500613e-39	4.11057881232975e-38	mRNA_2448	OTHER	FALSE	0.862612	0.137411		TRUE	TRUE	3	-	CE16(43-333)	CE16_e2(42-334)	CE16	CE16_e2	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7979	interaction_vs_self	17025.6511081037	-2.30118568529369	0.176599219929102	-13.0305540772917	8.20099453841264e-39	1.61752334674682e-37	mRNA_7979	SP	TRUE	0.000211	0.999797	CS pos: 21-22. Pr: 0.9755	TRUE	TRUE	3	3.2.1.21:4;3.2.1.-:5	GH3(103-322)	GH3_e147(103-323)	GH3	GH3_e147	beta-glucan;xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4754	interaction_vs_self	777.358381037307	-1.93374838816622	0.149583267106271	-12.9275715497803	3.14599451160684e-38	6.03805224649206e-37	mRNA_4754	OTHER	FALSE	0.999667	0.000343		TRUE	TRUE	3	-	GH154(14-399)	GH154_e10(15-399)	GH154	GH154_e10	arabinogalactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4724	interaction_vs_self	454.526733539346	-2.45377609471268	0.191828016341618	-12.791541827461	1.82810673186838e-37	3.43925134610842e-36	mRNA_4724	SP	TRUE	0.000220	0.999748	CS pos: 20-21. Pr: 0.9742	TRUE	TRUE	3	3.2.1.55:10	GH51_2(201-629)	GH51_e35(200-628)	GH51_2+GH51_2	GH51_2	arabinan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4755	interaction_vs_self	148.495181830664	-3.64888067547067	0.292059850518303	-12.4936059132921	8.09020123204457e-36	1.42494079313378e-34	mRNA_4755	OTHER	FALSE	1.000000	0.000003		TRUE	TRUE	3	-	GH88(87-491)	GH88_e4(89-493)	GH88	GH88_e4	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5066	interaction_vs_self	497.094405599061	-1.44713101887217	0.116125723350088	-12.4617610734656	1.20675955119266e-35	2.11244616732293e-34	mRNA_5066	SP	TRUE	0.000616	0.999349	CS pos: 24-25. Pr: 0.8808	TRUE	TRUE	3	-	GH76(33-415)	GH76_e9(36-405)	GH76	GH76_e9	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4913	interaction_vs_self	6577.71996839485	-1.47775181628731	0.12120021794379	-12.1926498265263	3.40177184758317e-34	5.67375616697129e-33	mRNA_4913	OTHER	FALSE	1.000000	0.000017		TRUE	TRUE	3	-	AA3_2(13-543)	AA3_e4(14-543)	AA3_2+AA3_2	AA3_2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5037	interaction_vs_self	594.813071973089	-1.38470404417803	0.113984519196774	-12.1481763833874	5.86594197255483e-34	9.67484841716172e-33	mRNA_5037	OTHER	FALSE	1.000000	0.000025		TRUE	TRUE	3	3.2.1.37:21;3.2.1.55:3;3.2.1.-:1|-	GH43_11(4-305)+CBM91(354-567)	GH43_e285(5-306)+CBM91_e24(354-566)	GH43_11+CBM91+GH43_11	GH43_11|CBM91_e24	arabinan;xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2690	interaction_vs_self	240.748918396957	-2.25883097986464	0.191030201858223	-11.8244704653617	2.91736559496598e-32	4.48342001668022e-31	mRNA_2690	SP	TRUE	0.004831	0.995142	CS pos: 33-34. Pr: 0.9560	TRUE	TRUE	3	3.2.1.23:2	GH2_1(49-683)	GH2_e127(45-816)	GH2_1+GH2_1	GH2_1	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5712	interaction_vs_self	292.141091307006	-3.23230090675266	0.275370242140116	-11.7380181737574	8.13709002053092e-32	1.23280514293353e-30	mRNA_5712	SP	TRUE	0.000667	0.999305	CS pos: 21-22. Pr: 0.9782	TRUE	TRUE	3	3.2.1.131:6	GH115(36-757)	GH115_e0(38-1067)	GH115	GH115_e0	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_8220	interaction_vs_self	1864.61450864908	-1.20787225640633	0.105176361184662	-11.4842559944209	1.58292270009893e-30	2.28259684869255e-29	mRNA_8220	OTHER	FALSE	0.905692	0.094330		TRUE	TRUE	3	-	GH76(30-393)	GH76_e17(29-396)	GH76	GH76_e17	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7824	interaction_vs_self	1611.20578382321	-1.07138073735551	0.0937676338666656	-11.4259120463568	3.10379711459778e-30	4.42808388349284e-29	mRNA_7824	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT8(8-290)	GT8_e176(11-289)	GT8	GT8_e176	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4069	interaction_vs_self	196.793354204685	-2.13459084515825	0.187713857913321	-11.3715144363179	5.79728950015929e-30	8.17541978935148e-29	mRNA_4069	OTHER	FALSE	0.999615	0.000395		TRUE	TRUE	3	-	GT69(150-426)	GT69_e6(151-426)	GT69	GT69_e6	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_648	interaction_vs_self	134.216300760858	-2.47623385846295	0.220645754607042	-11.2226671338997	3.15605852236069e-29	4.33641427791452e-28	mRNA_648	SP	TRUE	0.000210	0.999765	CS pos: 17-18. Pr: 0.9719	TRUE	TRUE	3	3.2.1.4:2;3.2.1.132:6;3.2.1.176:83	GH7(19-452)	GH7_e0(20-452)	GH7	GH7_e0	cellulose;chitosan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7391	interaction_vs_self	435.661625386206	-1.38266672838431	0.124618122265443	-11.095229997441	1.32319216723325e-28	1.7670085727795e-27	mRNA_7391	SP	TRUE	0.000410	0.999587	CS pos: 22-23. Pr: 0.9751	TRUE	TRUE	2	3.2.1.96:4	-	GH18_e82(66-277)	GH18	GH18_e82	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2942	interaction_vs_self	5528.35351706728	-1.12472901145913	0.102432342912745	-10.9802136656896	4.75797114464574e-28	6.19912222194331e-27	mRNA_2942	SP	TRUE	0.000211	0.999746	CS pos: 23-24. Pr: 0.9772	TRUE	TRUE	3	3.2.1.174:2	GH78(275-691)	GH78_e52(90-691)	GH78	GH78_e52	pectin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6009	interaction_vs_self	43268.8333303399	-0.746555752279046	0.0687388332175058	-10.8607568289204	1.77273856314896e-27	2.25813126496355e-26	mRNA_6009	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	-	AA2_e1(62-175)	AA0	AA2_e1	lignin	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_4614	interaction_vs_self	816.246354231588	-0.985270188952099	0.0927082129159196	-10.6276473028951	2.21633032223359e-26	2.6872220337563e-25	mRNA_4614	OTHER	FALSE	1.000000	0.000004		TRUE	TRUE	3	-	GH105(47-380)	GH105_e57(49-380)	GH105	GH105_e57	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_8548	interaction_vs_self	135.107668846134	-1.95703487254287	0.21653463438021	-9.03797620248843	1.59599106691341e-19	1.37303352088229e-18	mRNA_8548	SP	TRUE	0.014526	0.985470	CS pos: 23-24. Pr: 0.4795	TRUE	TRUE	3	3.2.1.78:33	GH5_7(58-333)	GH5_e89(59-334)	GH5_7+GH5_7	GH5_7	beta-mannan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6122	interaction_vs_self	1406.53940111095	-1.21823301520378	0.139054998977584	-8.76079985732958	1.93869756073713e-18	1.56264134839076e-17	mRNA_6122	OTHER	FALSE	1.000000	0.000028		TRUE	TRUE	3	3.2.1.23:12	GH2_10(47-1001)	GH2_e61(47-1004)	GH2_10+GH2_10	GH2_10	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7144	interaction_vs_self	129.184435296324	-2.19827482785245	0.251121577670809	-8.75382692416074	2.06237300017896e-18	1.66076320616481e-17	mRNA_7144	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH64(2-249)	GH64_e2(1-250)	GH64	GH64_e2	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7345	interaction_vs_self	1420.95588804393	-0.896149328851614	0.107621281039787	-8.32687847787572	8.30018694011803e-17	6.11968994034542e-16	mRNA_7345	OTHER	FALSE	0.999256	0.000730		TRUE	TRUE	3	-	GH78(133-716)	GH78_e17(136-717)	GH78	GH78_e17	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_8563	interaction_vs_self	3365.94265863664	-0.995216659188369	0.122140773482662	-8.1481116486432	3.69650995887984e-16	2.62155138757344e-15	mRNA_8563	OTHER	FALSE	0.998909	0.001134		TRUE	TRUE	3	3.2.1.26:2	GH32(62-410)	GH32_e120(63-412)	GH32	GH32_e120	fructan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_4183	interaction_vs_self	5213.13391599103	-1.10773900130333	0.138209450681644	-8.01492948448892	1.10200222099622e-15	7.55255325198369e-15	mRNA_4183	SP	TRUE	0.000287	0.999669	CS pos: 18-19. Pr: 0.9746	TRUE	TRUE	3	3.2.1.6:2	GH16_3(31-286)	GH16_e87(32-287)	GH16_3+GH16_3	GH16_3	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5643	interaction_vs_self	5008.99655025125	-0.736657344170058	0.0932659923146476	-7.89845608123514	2.82379241138831e-15	1.88546513584118e-14	mRNA_5643	OTHER	FALSE	0.988726	0.011300		TRUE	TRUE	2	-	-	GT92_e3(85-300)	GT0	GT92_e3	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_559	interaction_vs_self	9854.63195239144	-0.572454469740375	0.0732004695079858	-7.82036609311533	5.26699334830374e-15	3.42334571461504e-14	mRNA_559	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	2.4.1.11:48	GT3(19-655)	GT3_e0(20-610)	GT3	GT3_e0	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_394	interaction_vs_self	503.189625613637	-1.26401590988643	0.161972691648475	-7.80388284606454	6.0030923968069e-15	3.88408699294536e-14	mRNA_394	SP	TRUE	0.000282	0.999705	CS pos: 25-26. Pr: 0.9591	TRUE	TRUE	3	-	GH16_1(65-312)	GH16_e226(70-312)	GH16_1+GH16_1	GH16_1	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6924	interaction_vs_self	563.783394578124	-0.84573246156926	0.112212664254651	-7.53687177099716	4.81379252014132e-14	2.95383971128385e-13	mRNA_6924	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	AA4(112-352)	AA4_e1(120-357)	GH3	AA4_e1	lignin	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_4325	interaction_vs_self	2108.0554363707	-1.11912837440474	0.150338386509748	-7.44406269341048	9.76351280543878e-14	5.88146865690049e-13	mRNA_4325	SP	TRUE	0.002309	0.997654	CS pos: 31-32. Pr: 0.8439	TRUE	TRUE	3	3.2.1.177:12	GH31(262-692)	GH31_e31(262-692)	GH31	GH31_e31	xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7248	interaction_vs_self	462.116318582756	-0.913287288343869	0.126113380848065	-7.24179529723456	4.42783823683823e-13	2.54719726527791e-12	mRNA_7248	SP	TRUE	0.000261	0.999738	CS pos: 21-22. Pr: 0.8892	TRUE	TRUE	3	2.4.1.-:1;3.2.1.23:18|-	GH35(47-381)	GH35_e4(47-382)+CBM67_e19(726-874)	GH35	GH35_e4|CBM67_e19	-;beta-galactan;rhamnose	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_3380	interaction_vs_self	3944.30527080619	-0.844612261737042	0.117783042574413	-7.17091563671768	7.44978039417603e-13	4.19540264303597e-12	mRNA_3380	SP	TRUE	0.001023	0.998940	CS pos: 33-34. Pr: 0.9652	TRUE	TRUE	3	3.2.1.101:1	GH76(39-415)	GH76_e8(42-415)	GH76	GH76_e8	alpha-mannan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_5664	interaction_vs_self	117.731719381599	-1.70457306186502	0.24574647367494	-6.93630731043464	4.02481577857963e-12	2.1546230809657e-11	mRNA_5664	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT61(164-287)	GT61_e19(166-291)	GT61	GT61_e19	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3030	interaction_vs_self	1802.43760007641	-0.695023283198923	0.102781798524707	-6.76212416181693	1.3598308592622e-11	6.93278865710807e-11	mRNA_3030	OTHER	FALSE	1.000000	0.000005		TRUE	TRUE	3	3.2.1.39:20	GH81(34-729)	GH81_e0(40-730)	GH81	GH81_e0	beta-glucan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_1079	interaction_vs_self	56.2533801675286	-2.59193597855233	0.385829918204889	-6.71782009703021	1.84463232058048e-11	9.3046863077012e-11	mRNA_1079	SP	TRUE	0.000665	0.999321	CS pos: 20-21. Pr: 0.8893	TRUE	TRUE	3	-	CE1(36-197)	CE1_e39(37-226)	CE1	CE1_e39	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5971	interaction_vs_self	2991.93297813956	-0.475017724096916	0.0725959506174254	-6.54330882173056	6.01723927944919e-11	2.90020091396876e-10	mRNA_5971	OTHER	FALSE	0.999516	0.000499		TRUE	TRUE	3	3.2.1.113:7	GH47(130-643)	GH47_e5(130-643)	GH47	GH47_e5	host glycan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_1927	interaction_vs_self	589.038424063532	-0.839440734168611	0.128495394385114	-6.53284686338814	6.45311178110157e-11	3.10155176003534e-10	mRNA_1927	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.8:2	GH11(298-468)	GH11_e16(300-469)	GH11	GH11_e16	xylan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_2751	interaction_vs_self	272.937434103413	-1.03376394133238	0.158854405917217	-6.50761894429987	7.63512927108267e-11	3.65325358079752e-10	mRNA_2751	SP	TRUE	0.000242	0.999747	CS pos: 22-23. Pr: 0.9788	TRUE	TRUE	3	-	GH16_3(55-328)	GH16_e177(56-328)	GH16_3+GH16_3	GH16_3	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7353	interaction_vs_self	243.131283064329	-1.21072274066726	0.187881859434895	-6.44406407467345	1.16315940570424e-10	5.4646786568761e-10	mRNA_7353	SP	TRUE	0.000384	0.999579	CS pos: 21-22. Pr: 0.9751	TRUE	TRUE	3	1.1.99.18:13	AA8(31-237)	AA8_e5(32-238)	AA8	AA8_e5	lignin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5694	interaction_vs_self	52.5862404946639	-3.5825921940093	0.566081729354391	-6.32875432686231	2.47148237733315e-10	1.12831408799850e-09	mRNA_5694	SP	TRUE	0.000211	0.999762	CS pos: 17-18. Pr: 0.9831	TRUE	TRUE	3	3.2.1.67:7;3.2.1.-:2	GH28(95-443)	GH28_e58(96-443)	GH28	GH28_e58	pectin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_174	interaction_vs_self	609.912416197113	-0.636637581926543	0.103222960131141	-6.1675966385552	6.93357385926022e-10	3.04210108842991e-09	mRNA_174	SP	TRUE	0.000289	0.999691	CS pos: 26-27. Pr: 0.8794	TRUE	TRUE	3	3.2.1.14:58	GH18(51-401)	GH18_e272(53-401)	GH18	GH18_e272	chitin	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_1211	interaction_vs_self	674.840041865573	-0.574205694615943	0.0943057102538115	-6.08876910073148	1.13782077914327e-09	4.90914610356168e-09	mRNA_1211	SP	TRUE	0.000403	0.999572	CS pos: 18-19. Pr: 0.9577	TRUE	TRUE	3	1.10.3.2:1	AA1_2(40-378)	AA1_e26(40-500)	AA1_2+AA1_2	AA1_2	lignin	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_2155	interaction_vs_self	551.905435246665	-0.932212718703731	0.156324578678826	-5.96331508827536	2.47171135097441e-09	1.02875642620194e-08	mRNA_2155	SP	TRUE	0.000192	0.999787	CS pos: 18-19. Pr: 0.9689	TRUE	TRUE	3	-	GH92(263-775)	GH92_e32(263-775)	GH92	GH92_e32	host glycan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_7114	interaction_vs_self	189.664050635529	-0.924842719939172	0.158333632870022	-5.8411008651484	5.185699375598e-09	2.09582562111043e-08	mRNA_7114	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH31_2(247-737)	GH31_e95(248-738)	GH31_2+GH31_2	GH31_2	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_2888	interaction_vs_self	1170.68036010618	-0.420524674882827	0.0723369747176751	-5.81341252553204	6.1211964859092e-09	2.45536278909947e-08	mRNA_2888	OTHER	FALSE	0.873391	0.126621		TRUE	TRUE	3	-	GT17(60-391)	GT17_e12(62-391)	GT17	GT17_e12	-	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_6609	interaction_vs_self	2355.63047204195	-1.01175133262115	0.175705120285627	-5.75823476843728	8.49980881933373e-09	3.36221642761075e-08	mRNA_6609	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	CE1(23-291)	CE1_e38(27-248)	-	CE1_e38	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_14	interaction_vs_self	1337.977212241	-1.04988331039282	0.18250107808465	-5.75275127912311	8.78026188693701e-09	3.46834525852242e-08	mRNA_14	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-|-	CBM67(23-112)+GH78(330-784)	CBM67_e14(16-173)+GH78_e23(258-779)	GH78	CBM67_e14|GH78_e23	rhamnose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_8046	interaction_vs_self	5837.15455788318	-0.459548662939801	0.0821965319079656	-5.59085222055782	2.25957831361062e-08	8.53951009470505e-08	mRNA_8046	OTHER	FALSE	1.000000	0.000004		TRUE	TRUE	3	2.4.1.25:2;3.2.1.33:2|2.4.1.25:22;3.2.1.33:21	GH13_25(183-329)+GH13_25(514-732)+GH133(1097-1552)	GH13_e153(182-320)+GH133_e0(1099-1553)	GH13_25+GH133+GH13_25	GH13_25|GH13_25|GH133_e0	alpha-glucan	TRUE	FALSE	down	TRUE	TRUE	TRUE	FALSE
gene_1754	interaction_vs_self	72.3102673081125	-1.68208166971607	0.303494659438092	-5.54237650451702	2.9839384363431e-08	1.11539358144528e-07	mRNA_1754	SP	TRUE	0.000444	0.999534	CS pos: 15-16. Pr: 0.9563	TRUE	TRUE	3	3.1.1.-:10	CE15(41-360)	CE15_e22(42-361)	CE15	CE15_e22	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4862	interaction_vs_self	1382.10653252565	-1.07117627457824	0.194620802040946	-5.50391460391207	3.71449524026583e-08	1.37764641493395e-07	mRNA_4862	SP	TRUE	0.000476	0.999516	CS pos: 27-28. Pr: 0.9125	TRUE	TRUE	3	3.2.1.26:1|3.2.1.26:1	CBM38(40-168)+GH32(224-517)	CBM38_e5(42-169)+GH32_e104(225-524)	CBM38+GH32	CBM38_e5|GH32_e104	fructan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_1588	interaction_vs_self	67.3085608192514	-1.62046264334569	0.294694245580099	-5.49879296134827	3.8239980114611e-08	1.41519338426749e-07	mRNA_1588	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT4(284-443)	GT4_e4041(288-443)	GT4	GT4_e4041	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3338	interaction_vs_self	150.215632894171	-1.12435351742195	0.204528278215341	-5.49730104429937	3.85648025483771e-08	1.42567076959342e-07	mRNA_3338	OTHER	FALSE	0.999924	0.000132		TRUE	TRUE	3	3.2.1.37:19;3.2.1.55:4	GH43_1(4-329)	GH43_e53(5-329)	GH43_1+GH43_1	GH43_1	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
